"","Row number","Community or sub-community code","Community or sub-community name","Community level code","NVC_Species","Species constancy value","Maximum abundance of species","Special variable value","...9","interactionTypeName","Assoc_Species"
"246",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Albugo candida"
"247",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Gammarus minus"
"248",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Hyaloperonospora parasitica"
"249",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Cambarus bartonii"
"250",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Gammarus bousfieldi"
"251",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Spongospora nasturtii"
"252",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Drupenatus nasturtii"
"253",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Amalorrhynchus melanarius"
"254",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Phaedon cochleariae"
"255",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Phaedon armoraciae"
"256",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Albugo candida"
"257",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Gammarus minus"
"258",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Hyaloperonospora parasitica"
"259",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Cambarus bartonii"
"260",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Gammarus bousfieldi"
"261",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Spongospora nasturtii"
"262",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Lipaphis erysimi"
"263",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Lipaphis erysimi"
"264",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Rorippa nasturtium-aquaticum"
"265",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"visitsFlowersOf","Pieris rapae"
"266",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"visitsFlowersOf","Piruna pirus"
"267",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"visitsFlowersOf","Adopaeoides prittwitzi"
"268",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"visitsFlowersOf","Vanessa cardui"
"269",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"visitsFlowersOf","Lethe eurydice"
"270",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"visitsFlowersOf","Euphydryas chalcedona"
"271",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"visitsFlowersOf","Chlosyne leanira"
"272",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"visitsFlowersOf","Cercyonis pegala"
"273",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"eats","Gammarus minus"
"274",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"eats","Lycaena helloides"
"275",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"eats","Bombus melanopygus"
"276",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Veronica anagallis-aquatica"
"277",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Pieris rapae"
"278",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"visitsFlowersOf","Pieris rapae"
"279",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"visitsFlowersOf","Pontia protodice"
"280",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Pontia protodice"
"281",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"visitsFlowersOf","Vanessa annabella"
"282",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Persicaria decipiens"
"283",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"preysOn","Gammarus minus"
"284",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"parasiteOf","Trichogrammatoidea bactrae"
"285",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"parasiteOf","Cyrtogaster clavicornis"
"286",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Septoria uliginosa"
"287",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Septoria uliginosa"
"288",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Septoria radiculae"
"289",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Septoria radiculae"
"290",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Septoria cucurbitacearum"
"291",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Phyllosticta"
"292",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Peronospora"
"293",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Peronospora"
"294",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Peronospora"
"295",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Peronospora"
"296",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Peronospora"
"297",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Peronospora"
"298",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Peronospora"
"299",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Peronospora"
"300",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Peronospora"
"301",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Peronospora"
"302",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Cercospora armoraciae"
"303",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Cercospora armoraciae"
"304",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Cercospora armoraciae"
"305",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Cercospora armoraciae"
"306",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Cercospora armoraciae"
"307",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Cercospora armoraciae"
"308",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Cercospora armoraciae"
"309",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Cercospora armoraciae"
"310",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Cercospora armoraciae"
"311",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Albugo candida"
"312",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"eats","Pieris rapae"
"313",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"eats","Pieris nesis"
"314",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"eats","Pieris melete"
"315",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"eats","Pieris dulcinea"
"316",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"eats","Pieris canidia"
"317",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"eats","Anthocharis scolymus"
"318",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Atalopedes campestris"
"319",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Eristalis arbustorum"
"320",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"eats","Gammarus bousfieldi"
"321",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"eats","Gammarus minus"
"322",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"eats","Cambarus bartonii"
"323",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Persicaria punctata"
"324",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Vicia ludoviciana"
"325",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Datisca glomerata"
"326",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Drupenatus nasturtii"
"327",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Amalorrhynchus melanarius"
"328",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Phaedon cochleariae"
"329",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Phaedon armoraciae"
"330",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Albugo candida"
"331",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Gammarus minus"
"332",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Hyaloperonospora parasitica"
"333",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Cambarus bartonii"
"334",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Gammarus bousfieldi"
"335",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"interactsWith","Spongospora nasturtii"
"336",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Spongospora subterranea"
"337",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Spongospora subterranea"
"338",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"hasHost","Bacillus cereus"
"339",4,"A1","Lemna gibba community","A1","Nasturtium officinale","II",7,NA,NA,"eats","Amalorrhynchus melanarius"
"340",5,"A1","Lemna gibba community","A1","Lemna trisulca","II",6,NA,NA,NA,NA
"341",6,"A1","Lemna gibba community","A1","Callitriche obtusangula","I",5,NA,NA,NA,NA
"342",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Ranunculus sceleratus"
"343",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Ranunculus sceleratus"
"344",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Ranunculus sceleratus"
"345",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Ranunculus sceleratus"
"346",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Ranunculus sceleratus"
"347",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Agrostis scabra"
"348",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Potentilla norvegica"
"349",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Stellaria crassifolia"
"350",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Ranunculus occidentalis"
"351",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Ranunculus sceleratus"
"352",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Glyceria grandis"
"353",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"parasiteOf","Entyloma ranunculi-repentis"
"354",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"parasiteOf","Entyloma ranunculi-repentis"
"355",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"parasiteOf","Uromyces dactylidis"
"356",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Uromyces dactylidis"
"357",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"eats","Stethomostus fuliginosus"
"358",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"parasiteOf","Entyloma ranunculi-repentis"
"359",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"parasiteOf","Uromyces dactylidis"
"360",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Uromyces dactylidis"
"361",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"parasiteOf","Uromyces dactylidis"
"362",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Entyloma ranunculi-repentis"
"363",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Lasioglossum nevadense"
"364",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Lasioglossum abundipunctum"
"365",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Halictus farinosus"
"366",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Agapostemon angelicus"
"367",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Melissodes tristis"
"368",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Diadasia diminuta"
"369",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Ceratina neomexicana"
"370",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Uromyces dactylidis"
"371",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Uromyces dactylidis"
"372",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Uromyces dactylidis"
"373",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Uromyces dactylidis"
"374",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Septoria ranunculi"
"375",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Puccinia recondita"
"376",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Puccinia recondita"
"377",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Puccinia recondita"
"378",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Puccinia eatoniae"
"379",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Puccinia eatoniae"
"380",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Peronospora ficariae"
"381",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Peronospora ficariae"
"382",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Peronospora ficariae"
"383",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma verruculosum"
"384",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ranunculorum"
"385",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ranunculorum"
"386",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ranunculorum"
"387",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ranunculorum"
"388",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ranunculorum"
"389",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ranunculorum"
"390",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ranunculorum"
"391",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ranunculorum"
"392",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ranunculorum"
"393",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ranunculorum"
"394",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ranunculorum"
"395",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ranunculorum"
"396",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ranunculorum"
"397",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ranunculi-repentis"
"398",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"399",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"400",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"401",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"402",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"403",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"404",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"405",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"406",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"407",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Ranunculus sceleratus"
"408",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"409",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"410",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"411",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"412",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"413",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"414",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"415",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"416",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"417",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"418",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"419",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"420",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma microsporum"
"421",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma microsporum"
"422",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"423",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"424",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"425",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"426",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"427",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"428",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"hasHost","Entyloma ficariae"
"429",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"eats","Stethomostus fuliginosus"
"430",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Salix alaxensis"
"431",7,"A1","Lemna gibba community","A1","Ranunculus sceleratus","I",3,NA,NA,"interactsWith","Salix alaxensis"
"432",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Galerucella grisescens"
"433",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Hydrocharis morsus-ranae"
"434",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Bagous puncticollis"
"435",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Tracya hydrocharidis"
"436",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Galerucella grisescens"
"437",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Hydrocharis morsus-ranae"
"438",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Bagous puncticollis"
"439",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Tracya hydrocharidis"
"440",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Hydrocharis morsus-ranae"
"441",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Hydrocharis morsus-ranae"
"442",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Galerucella grisescens"
"443",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Hydrocharis morsus-ranae"
"444",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Bagous puncticollis"
"445",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Tracya hydrocharidis"
"446",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Galerucella grisescens"
"447",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Bagous puncticollis"
"448",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Tracya hydrocharidis"
"449",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Galerucella grisescens"
"450",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Bagous puncticollis"
"451",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Tracya hydrocharidis"
"452",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Tracya hydrocharidis"
"453",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Tracya hydrocharidis"
"454",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Tracya hydrocharidis"
"455",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Tracya hydrocharidis"
"456",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"eats","Galerucella grisescens"
"457",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"eats","Galerucella grisescens"
"458",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"eats","Bagous puncticollis"
"459",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Tracya hydrocharidis"
"460",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"interactsWith","Tracya hydrocharidis"
"461",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"eats","Bagous puncticollis"
"462",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"463",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"464",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"465",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"466",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"467",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"468",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"469",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"470",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"471",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"472",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"473",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
"474",8,"A1","Lemna gibba community","A1","Hydrocharis morsus-ranae","I",5,NA,NA,"hasHost","Tracya hydrocharidis"
